"decimalLongitude","decimalLatitude","N"
-105.47905,21.909604,13
-105.881145,23.01799,11
-106.293154,23.162536,6
-96.758223,17.14797,30
-105.295264,21.536287,28
-105.150061,20.727779,4
-105.594293,22.575291,4
-105.295346,21.58935,18
-106.071827,23.150378,5
-96.152687,18.059288,7
-96.271477,16.66744,48
-96.116638,18.077979,5
-105.147146,21.625808,5
-105.224991,20.614148,17
-105.150882,21.506358,22
-105.460413,20.755584,46
-100.916667,19.893611,36
-103.02045,20.24676,36
-105.82922,23.534253,6
-103.701324,19.405726,14
-101.029444,19.780556,17
-92.793875,15.715719,5
-104.72816,19.342043,12
-114.503202,31.687276,338
-105.287476,20.69414,8
-93.372,17.069,4
-107.216949,24.856534,7
-93.372222,17.068611,4
-100.347791,25.601389,115
-93.423,16.952,6
-100.339682,25.598997,6
-93.422778,16.951667,6
-100.190788,25.403991,28
-100.164864,25.349999,2
-104.067944,20.255,1
-104.080583,21.128,4
-110.288787,31.20458,6
-114.722071,29.73252,331
-93.148,17.083,11
-115.279787,30.044591,99
-93.147778,17.083056,11
-116.62454,31.695355,21
-95.978296,18.947577,14
-95.055025,18.465902,20
-109.668573,23.061705,10
-96.225514,18.048143,3
-96.185045,18.045991,8
-99.558105,22.014361,16
-99.597416,18.885073,13
-104.002075,18.893294,33
-103.724247,19.212221,7
-98.931915,18.526272,16
-99.518452,22.482424,7
-105.23838,20.647322,7
-105.208604,20.625851,11
-96.570483,15.673732,4
-96.451807,16.953448,5
-96.211721,18.052011,9
-109.039307,25.599425,13
-101.596618,17.664312,26
-99.606171,18.714296,6
-101.702499,21.165043,6
-99.593546,18.43501,5
-86.867523,20.910135,14
-101.604502,17.665021,24
-99.497337,19.153103,12
-92.039736,17.488165,6
-101.604444,20.1575,14
-99.07711,17.588732,12
-97.926528,19.344695,13
-106.435032,26.9635,2
-97.014844,19.574567,9
-101.598889,20.251944,12
-108.031225,30.267593,6
-101.635278,20.214722,10
-101.608056,20.131389,4
-100.33091,25.640449,6
-108.546982,30.779009,10
-104.593964,25.498736,4
-97.89316,18.74727,6
-102.578659,25.670452,5
-102.7,20.083333,3
-100.103168,25.885924,6
-102.718056,20.106944,14
-101.153611,19.676944,6
-101.190833,19.895278,21
-96.381957,19.581033,4
-101.145833,19.916667,10
-101.45565,19.16734,19
-101.704722,20.188333,6
-97.025639,20.479386,8
-101.5225,20.113333,6
-96.560692,19.341183,10
-95.021541,18.5591,4
-113.72725,27.511507,18
-103.509111,18.951694,6
-101.206944,19.965556,11
-101.368889,19.524722,33
-105.384368,20.344819,7
-105.220317,21.582805,23
-105.216204,21.585953,8
-109.852295,22.867318,2
-106.349115,23.160169,14
-106.107845,22.982701,15
-86.965671,20.482612,14
-105.274017,21.543867,6
-105.426564,20.745599,3
-98.327812,24.454286,2
-93.74445,16.082599,7
-100.290806,25.346091,2
-102.466667,19.933333,7
-99.752968,24.757098,8
-99.019861,23.314182,4
-101.571111,19.862222,3
-97.162177,19.675706,4
-103.075786,21.632111,18
-103.444444,20.314722,13
-105.292625,20.726245,1
-103.394167,20.296667,4
-103.394,20.297,4
-103.444,20.315,13
-105.287046,20.679366,7
-89.771905,20.359635,6
-107.277706,24.62348,10
-105.29551,20.696132,20
-105.289422,20.688945,2
-105.187333,21.438529,3
-105.252109,21.033609,3
-105.282326,21.539957,68
-105.217116,21.582221,8
-100.461276,20.706504,6
-100.723333,18.355,7
-98.955,21.075,8
-99.3,23.167,7
-99.584444,17.938889,11
-99.300194,23.166778,7
-99.576495,22.434434,4
-103.74012,19.973349,5
-100.141352,25.300981,2
-100.418298,25.659805,18
-103.738,26.7,1
-110.128906,28.61935,8
-104.371,23.46,2
-103.741,26.701,1
-103.740556,26.700556,1
-104.374,23.466,2
-104.373611,23.466389,2
-103.741,26.678,14
-103.738,26.674,4
-103.740833,26.678056,12
-99.396057,22.550611,7
-96.383057,19.589227,12
-104.83326,19.308565,8
-105.737572,22.540464,26
-104.99405,21.487967,5
-105.052439,21.692377,4
-105.227696,21.583178,3
-105.256147,21.515499,17
-105.27709,21.545785,6
-105.882282,22.757979,6
-105.876671,22.964568,24
-105.806451,27.474012,15
-102.697778,20.195278,14
-105.833187,22.797547,39
-101.650556,19.600556,9
-99.117064,26.514014,3
-96.653539,17.094805,25
-99.731483,17.740839,10
-103.26598,20.296817,26
-93.695,16.149,1
-99.73938,21.029392,2
-93.695,16.148611,1
-103.479722,18.562222,11
-110.234199,23.438896,10
-96.633331,19.333332,26
-89.291944,18.635278,4
-104.313812,19.828887,18
-103.720003,19.448584,50
-97.756667,24.718333,2
-102.040203272236,26.8130710813538,4
-102.001,26.786,1
-102.00075818403,26.7861272573795,1
-99.195333,21.384167,6
-102.04,26.813,16
-101.185455,19.675565,4
-94.262695,25.819672,2
-101.138935,19.676858,5
-105.807419,27.4745,3
-104.648526,24.592462,2
-104.295015,19.929298,14
-104.280816,19.827646,16
-99.717836,16.742145,3
-99.963833,21.099333,13
-86.908035,20.473336,9
-100.312208,20.612702,13
-87.735953,20.493601,7
-115.295833,32.2,1
-105.221161,21.57941,9
-106.038837,23.294333,13
-106.408424,23.237245,9
-97.008889,17.898611,1
-96.981667,17.898611,1
-100.883331,25.031484,26
-100.12248,25.412242,4
-93.164,17.132,57
-93.125,17.086389,23
-93.125,17.086,23
-93.163611,17.131667,57
-86.915588,20.344627,6
-86.960353,20.772316,1
-90.703125,19.01019,4
-89.912109,19.797718,6
-92.8,15.65,292
-98.816528,21.009362,2
-102.207222,19.138889,36
-102.188889,19.183333,26
-102.209444,19.129444,23
-96.454174,16.947605,8
-102.220556,19.161944,60
-96.434605,17.579707,18
-109.698867,23.042974,9
-88.569102,20.676647,164
-87.020511,20.675545,4
-87.203293,20.526075,7
-87.09373,20.679074,9
-101.6,19.5,15
-101.623056,19.6575,19
-101.425,18.625,1
-100.58,18.465,4
-105.255117,21.549696,1
-98.97377,19.267073,10
-100.046667,20.786667,14
-99.473333,21.221667,4
-99.114918,23.083765,16
-98.599548,23.581609,7
-92.131691,17.722853,2
-105.88623,22.93816,12
-98.34034,18.421965,4
-107.764893,25.055745,8
-96.779423,16.758523,7
-99.916667,20.7,8
-99.8695,20.6095,5
-99.917,20.7,5
-102.329167,20.283611,17
-102.711667,20.145,1
-102.228333,19.135,7
-99.48,19.15,10
-93.670304,15.964605,6
-104.129791,19.001101,8
-104.688206,19.227691,5
-90.275372,19.596666,6
-96.520386,17.012798,9
-96.617203,17.036762,7
-99.491667,19.151667,73
-92.2727,14.918939,31
-99.492,19.152,43
-105.277688,21.542029,2
-103.612297,29.164604,1
-93.01403,16.699998,1
-97.34036,25.66747,14
-100.68,18.341667,15
-104.252,23.389,2
-104.252222,23.388611,2
-99.633894,16.694144,7
-90.229468,19.597666,1
-90.228717,19.596762,12
-99.108181,19.272825,20
-87.002964,20.338269,5
-99.103889,19.286922,10
-99.428244,18.610621,2
-99.491667,19.136667,18
-102.193333,19.118333,13
-99.492,19.137,9
-102.22,19.016667,13
-100.841274,19.91671,19
-101.558333,19.182222,24
-101.466667,19.276667,13
-105.224991,20.651012,12
-104.950161,19.326371,18
-102.32,19.355,2
-102.385833,19.351389,5
-102.305,19.291667,3
-102.303333,19.288333,6
-102.306111,19.2975,7
-103.213333,20.371667,17
-105.685161,22.380048,18
-103.213,20.372,9
-99.583,17.167,17
-103.05,20.398333,6
-103.05,20.398,3
-103.18,20.41,2
-103.181667,20.398333,13
-103.182,20.398,18
-103.18,20.406667,19
-101.608333,19.58,18
-101.62,19.554167,21
-99.265423,19.296805,3
-98.73,20.811667,2
-98.73,20.812,1
-101.608,19.58,9
-98.03,20.188333,14
-98.03,20.188,7
-98.09,19.323333,35
-98.09,19.323,20
-100.1651,18.918585,23
-98.967,22.75,2
-103.298333,20.325,12
-99.233,17.4,12
-103.746667,26.685278,6
-103.298,20.325,6
-103.747,26.685,6
-99.1803,17.405863,8
-99.361667,18.725,15
-99.362,18.725,7
-98.333,19.083,21
-98.965,19.225,2
-101.579933,17.644349,4
-105.058333,19.508333,6
-105.156535,21.659771,5
-106.126213,23.258803,10
-106.132455,23.243272,8
-105.141386,21.651455,5
-106.152306,23.229674,8
-100.750122,20.933224,23
-98.955,18.728,58
-101.078333,20.225,153
-99.641128,24.994019,6
-91.829167,18.644444,3
-90.553478,19.200909,5
-88.251335,19.289977,9
-91.831,18.643,5
-91.829,18.644,3
-87.466667,20.216667,4
-101.078,20.225,80
-91.830833,18.643333,5
-99.483,24.467,1
-102.735,18.937,29
-100.911667,18.633333,18
-100.913333,18.628333,33
-101.416667,20.576667,4
-101.417,20.577,2
-100.035616,19.043506,164
-105.280566,21.542591,29
-105.839324,22.970564,5
-105.237522,21.566779,21
-97.135464,15.895382,5
-99.633,16.683,6
-99.633333,16.683333,5
-100.898333,18.623333,17
-100.633333,17.133333,2
-100.633,17.133,1
-99.433,18.738,6
-99.433333,18.738333,11
-97.010779,15.806417,7
-98.975,18.881667,78
-98.991667,18.893333,7
-98.975,18.882,39
-99.499912,19.148639,90
-105.728333,22.636667,6
-105.728,22.637,3
-88.15979,21.06656,9
-99.918,18.173,13
-99.918333,18.173333,26
-101.28,20.799,1
-101.3,20.667,21
-101.136667,20.168333,1
-100.069,19.088,16
-100.68,18.386667,22
-100.783333,18.583333,9
-102.475,18.536111,3
-102.664,21.859,1
-105.286703,21.543629,11
-92.256317,14.887723,8
-99.033,18.967,21
-99.035556,18.978333,14
-99.036,18.978,14
-100.891667,18.638333,11
-100.89,18.633333,11
-99.822121,16.790326,2
-99.112,18.753,4
-96.37363,17.61354,92
-95.885925,16.480864,14
-105.275321,21.535856,51
-104.682541,19.210184,4
-98.95,18.783,2
-104.015129,19.112423,7
-101.611667,19.452778,3
-101.426667,25.663333,5
-105.095,21.481667,4
-99.008982,22.73251,2
-100.765,20.058333,1
-106.433144,23.231685,16
-99.758606,19.245033,24
-100.964167,18.891667,4
-100.736667,20.071667,1
-101.893333,18.828333,4
-101.870278,19.055,3
-98.850667,19.686092,2
-101.828333,18.79,3
-101.99,18.805,1
-101.841111,18.845556,2
-100.459444,19.534444,1
-101.261667,19.641667,1
-101.25,19.638333,1
-100.461667,19.5,1
-105.238343,21.579356,44
-106.481423,23.534117,1
-101.142222,19.924167,2
-101.899722,18.938056,1
-105.892,21.867,2
-101.6325,19.674167,5
-106.358471,28.335813,2
-101.63,19.668333,1
-102.756389,18.077222,5
-101.587222,19.816944,6
-101.585,19.82,6
-101.504262,20.479554,4
-99.833,18.267,4
-86.935,20.433,3
-101.235556,19.741111,3
-101.188333,19.7,72
-99.946667,25.556667,1
-99.228,18.817,9
-101.426667,25.341667,4
-91.917458,17.741493,1
-98.694,18.636,2
-110.252,23.867,1
-99.091667,19.273333,53
-99.146118,23.736326,23
-99.092,19.273,73
-105.657593,22.392471,8
-105.083,19.533,4
-99.058637,18.937348,5
-99.487284,22.471835,4
-99.058333,18.936667,5
-105.610468,26.823631,19
-105.61,26.823333,22
-103.800556,25.270278,3
-103.646667,25.478333,45
-103.647222,25.478611,28
-100.461,25.635,15
-100.461111,25.635278,15
-105.283,26.35,9
-104.381667,23.52,50
-104.37561,23.547622,47
-106.75,24.25,3
-93.379722,16.769444,3
-93.38,16.769,3
-93.393,16.78,3
-93.11667,16.75278,3
-98.85,19.15,3
-102.601667,20.26,3
-97.381266,20.969962,4
-99.467533,17.361318,1
-90.723333,19.303333,1
-96.800257,17.260767,1
-96.8,17.26,1
-94.133333,16.533333,1
-93.079,16.791,3
-93.078889,16.791111,3
-103.22,22.315,4
-107.48245,28.55772,2
-99.466944,17.350833,10
-101.590278,19.685,3
-101.671667,19.501667,6
-102.593611,20.260556,9
-101.672032,19.502315,1
-99.09676799087,18.9192530167224,43
-99.766667,24.033333,1
-97.081931,16.120826,1
-97.081667,16.12,1
-96.71692,16.96745,2
-91.52607,16.155985,58
-104.894668,21.504493,20
-91.513538,16.161674,1
-91.511135,16.11575,5
-96.711667,16.955,1
-96.98358,16.51747,1
-97.080278,16.094167,21
-100.585278,19.696667,1
-99.501667,19.16,1
-99.501944,19.177222,4
-100.652,19.682,1
-95.033333,16.596667,10
-94.47,16.488333,7
-104.378333,23.501667,3
-107.01155,29.27428,11
-99.331667,18.735,56
-106.736238898129,29.8240547133268,7
-101.446111,19.629722,3
-101.4925,19.648056,1
-103.503729,18.960669,1
-103.731667,19.093333,1
-103.503333,18.96,1
-103.732074,19.093992,1
-103.54373,18.972338,4
-103.595401,19.13233,6
-103.543333,18.971667,4
-103.595,19.131667,8
-93.685,16.083,38
-109.04972,25.6,1
-93.684722,16.083333,38
-109.048606,25.598256,4
-102.816667,20.190556,8
-102.285556,19.984167,5
-92.802,17.56,5
-102.4675,20.241667,1
-99.151979,18.924009,2
-99.23531,18.925679,19
-103.571667,19.353333,4
-103.572071,19.353979,4
-108.433333,30.666667,1
-104.433333,29.565,12
-100.778611,19.6275,2
-101.717222,19.761111,1
-104.288745,19.055662,2
-102.314722,19.981944,1
-102.333333,19.95,2
-100.726667,20.033333,3
-100.448333,19.875,13
-103.826667,20.596667,2
-99.1653,18.939,8
-102.735,21.848333,1
-108.771667,28.246667,5
-99.15197,18.924,10
-99.40031,18.71068,1
-98.736083,18.887694,1
-100.528333,20.016667,7
-96.03524,16.62913,12
-103.755,19.145,4
-101.778611,19.819167,13
-103.725,19.08,11
-103.725404,19.080662,10
-103.777075,19.197326,12
-101.733333,20.029167,13
-103.755405,19.145659,4
-101.567222,19.631667,15
-103.776667,19.196667,12
-101.5775,19.625278,48
-106.089201465685,28.7082433877652,33
-99.286667,22.551667,1
-101.77037,21.818863,2
-98.538333,20.875,4
-99.098333,19.798333,46
-101.77,21.818333,2
-103.827318972051,19.0232236254548,1
-103.62787458949,19.34656101581,3
-93.370184,16.844122,1
-96.608582,17.034109,1
-96.533581,17.002451,1
-102.610383,19.958951,1
-103.340399,20.387268,1
-102.422049,19.957291,3
-98.385,20.066667,8
-100.109503,17.035368,19
-100.083333,17.033333,16
-100.658333,17.261667,1
-99.566667,17.933333,21
-99.560394,17.924083,25
-105.796667,23.433333,4
-96.661667,17.033333,7
-101.143683,19.978953,7
-101.143333,19.978333,7
-104.582093,19.575635,11
-104.581667,19.575,11
-103.986667,20.216667,4
-103.987082,20.217275,4
-101.325358,20.760584,1
-98.066958,20.15395,7
-99.215,20.185,5
-98.066667,20.153333,6
-101.325,20.76,24
-99.215312,20.185616,7
-93.7980230864802,16.0457960079163,1
-98.436111,23.202778,6
-93.765833,16.038333,26
-93.766,16.038,27
-93.75,16.033333,33
-93.75,16.041667,60
-97.0126,18.907049,9
-97,18.933333,4
-101.106389,19.792778,5
-98.464992,18.645125,39
-100.608056,19.704444,4
-100.784722,19.900556,7
-104.606667,25.331667,3
-101.431667,20.67,4
-103.03,20.621667,1
-101.435,20.746667,9
-100.443333,19.853333,3
-99.311667,17.605,9
-99.73,24.856667,1
-101.140556,19.975278,17
-110.900556,30.933333,2
-105.349167,22.422892,20
-105.363333,22.395,6
-96.078333,18.141667,1
-96.078573,18.142393,1
-100.95,29.083333,4
-103.622352,19.238503,39
-103.548333,19.18,25
-99.50031,17.55074,312
-89.016794,21.367272,11
-99.22364,18.597365,4
-95.283333,16.35,11
-100.671667,29.068333,15
-88.076667,21.366667,29
-100.806667,29.128333,1
-98.6700966368103,20.5788992988994,3
-96.65358,16.96911,6
-100.030328,19.412323,2
-100.462635423875,19.5667172946914,2
-98.465,18.658333,32
-100.03,19.411667,3
-105.122108,21.192225,1
-93.11667,16.75,2
-93.116667,16.752778,2
-104.438333,19.633333,37
-104.441847,19.633703,43
-99.259825790057,18.6117670905227,30
-91.7390855156517,16.0952427284053,61
-102.308333,20,7
-102.728611,20.15,1
-100.286667,19.983333,3
-103.601667,20.465,35
-93.983333,16.583333,79
-105.01124,24.05482,1
-101.276667,20.73,11
-101.293687,20.677258,1
-99.2251053520999,19.3089562771179,4
-103.65208,23.61211,3
-93.984,16.6,17
-98.836667,20.145,1
-93.983611,16.6,17
-99.1970486630664,19.3011797289188,5
-103.461702,19.704663,32
-103.466667,19.698333,5
-102.7,20.381667,26
-100.433333,17.2,31
-102.783333,20.365,2
-104,20.531667,2
-98.476973,23.300471,30
-103.128333,20.566667,5
-98.476667,23.3,33
-103.993333,20.936667,23
-99.300278,23.167222,18
-104.370422,21.030564,1
-99.3,23.166667,16
-105.171362,27.678417,31
-102.68,20.898333,15
-103.525,20.455,3
-96.71,17.121667,23
-96.696367,17.108356,28
-99.500314,17.550748,459
-101.572031,19.568972,6
-98.435132,23.203967,3
-101.571667,19.568333,4
-98.453333,23.27,1
-108.083333,30.6,26
-112.105627,30.716796,4
-104.648333,25.316667,17
-104.655827,25.311445,10
-99.533646,18.350707,2
-99.533333,18.35,46
-94.434261,16.502231,38
-105.913792,23.393779,32
-94.435,16.478333,37
-105.913333,23.393333,38
-101.623535,19.555261,18
-101.593333,19.561667,19
-99.666987,17.550748,185
-98.016667,20.193333,33
-98.03407,20.211076,42
-93.876864,16.042503,11
-93.867,16.05,8
-93.876667,16.041667,11
-93.866944,16.050278,8
-104.5,23.466667,59
-104.53245,24.054307,62
-99.383653,23.407135,7
-100.041512665848,19.0439661814011,7
-103.75,25.3,2
-102.866667,26.216667,39
-105.383333,25.916667,35
-99.270783,18.559789,32
-99.271667,18.558333,26
-92.65,15.35,11
-92.595833,15.376389,10
-92.650168,15.350871,11
-92.596,15.376,10
-99.4662156169625,17.4040465524267,3
-99.512357,19.289858,82
-102.783333,20.35,52
-99.9290167147,20.9091582768496,6
-99.509295,19.286346,1
-99.511667,19.283333,78
-97.603852,17.693393,55
-103.455,20.71,25
-97.586667,17.67,50
-103.823159,20.36558,8
-103.821667,20.363333,10
-101.36,20.748333,2
-99.6856662613235,17.5573724394964,113
-98.426667,18.673333,6
-100.556667,19.693611,1
-99.180622,19.47129,48
-100.04139,19.04333,11
-100.04405,19.044417,105
-100.04,19.043333,102
-99.5687185596732,17.5687612426175,107
-99.9483766342257,25.3044275690108,2
-99.306667,20.546667,18
-99.471667,17.396667,7
-98.345,18.645,2
-99.193333,18.821667,28
-105.03,21.233333,18
-105.039195,21.217805,18
-99.6376089652453,17.5057080931878,299
-103.892643,20.917652,20
-103.781667,20.328333,3
-100.980232,18.474985,40
-100.966667,18.45,41
-104.843216,22.636986,8
-99.386667,24.733333,2
-99.07,23.041667,15
-99.0120475962652,21.3655297053632,3
-96.004919,17.247789,187
-95,17.216667,153
-101.62,20.601667,2
-101.614541,20.596121,44
-92.666,15.355,1
-92.665556,15.355278,1
-99.188333,21.008333,27
-93.69519,16.10583,64
-92.674,15.339,3
-92.674167,15.339444,3
-92.671667,15.336667,3
-92.671838,15.337541,3
-105.803333,23.071667,14
-105.853615,23.0597,16
-107.402,24.797,14
-99.5264958473041,17.652645305755,39
-105.561714,23.069508,6
-105.925,23.571667,4
-104.901667,21.515,1
-104.889357,21.500797,134
-104.951667,21.555,1
-104.956667,21.416667,1
-104.852,21.532,1
-104.846667,21.468333,1
-104.847103,21.468872,1
-104.823333,21.57,1
-104.851667,21.531667,1
-104.898333,21.425,4
-101.355,20.723333,2
-99.6,17.533333,118
-99.333336,18.583334,4
-102.007,21.127,4
-99.218,19.48,2
-106.666667,25.033333,47
-106.685822,25.123951,59
-98.961,20.267,14
-106.865,24.374444,21
-106.801667,24.251667,18
-107.27,25.97,2
-107.560423,25.804781,18
-107.553333,25.805,3
-99.216667,18.9,29
-99.228488,18.933725,5
-99.283333,18.9,22
-99.183333,18.866667,50
-99.176667,18.881667,29
-99.172069,18.894027,57
-99.875,19.796667,60
-99.254243,18.980799,1
-99.316667,18.966667,1
-99.183333,18.836667,7
-99.18207,18.836774,7
-99.181667,18.613333,7
-99.183333,18.616667,8
-106.46778,23.558617,14
-106.466667,23.556667,13
-108.921667,28.368333,2
-105.866667,28.816667,12
-107.833333,26.783333,9
-108.695006,26.90293,112
-99.166667,19.383333,24
-99.041607,19.422321,2
-108.70053,26.96695,7
-99.285312,19.310659,1
-99.100308,19.350658,6
-115.817385,32.250053,1
-115.24303702901,30.1942733353299,20
-109.900369516037,23.0693021041114,1
-110.950602,30.633464,1
-110.95,30.633333,5
-115.330556818513,32.3300364119396,4
-96.97156,19.07145,1
-116.652,32.55,2
-99.073333,21.331667,4
-101.115,23.13,25
-95.24,16.324,2
-95.24,16.324167,2
-97.033333,19.066667,12
-96.716667,17.066667,54
-99.138333,19.896667,80
-99.13864,19.897301,95
-99.450326,24.017107,13
-99.45,24.016667,12
-105.28711,21.53386,13
-106.068816,28.628558,98
-106.3833,23.3833,3
-107.463333,25.45,11
-99.35,19.433333,1
-98.433333,18.9,22
-100.72,20.03,3
-100.31702,25.717032,19
-92.385,14.721667,22
-92.385,14.722,21
-116.248333,31.325,12
-116.45,31.783333,9
-116.403333,31.538333,4
-103.726667,20.131667,2
-104.81,20.733333,2
-103.535,20.73,20
-103.3,20.75,31
-103.3461,20.6764,10
-103.313333,20.665,118
-104.366667,21.35,31
-104.416667,21.666667,20
-105.3,21.943333,12
-99.15,26.416667,1
-103.721667,19.24,39
-103.727,19.258,11
-103.726667,19.258333,18
-103.70025,19.25014,8
-103.7306,19.2431,3
-88.75,20.9,3
-103.698333,19.738333,13
-103.453,20.62,32
-103.45011,20.61672,33
-103.453333,20.62,34
-96.717,17.067,43
-96.72,17.0678,5
-96.7167,17.0667,44
-103.068333,20.621667,56
-103.06669,20.61675,47
-103.068,20.622,46
-103.193333,20.29,10
-103.193,20.29,6
-103.1835,20.28344,6
-99.25,19.2833,7
-101.19,19.7,46
-101.188,19.7,21
-99.153333,19.258333,19
-99.15006,19.25014,20
-101.1853,19.7017,3
-99.25,19.283,7
-101.18342,19.7,24
-99.25,19.283333,7
-99.153,19.258,16
-99.166667,19.283333,29
-99.217778,19.403333,2
-100.33353,25.7833,25
-99.888601,25.483688,1
-99.2667,23.71678,48
-98.7628,19.1278,2
-98.201667,18.951667,8
-98.20003,18.95003,8
-99.233,25.733,21
-98.242,19.305,6
-99.233333,25.733333,23
-98.202,18.952,8
-98.23347,19.30008,6
-98.241667,19.305,6
-98.93339,22.98347,15
-98.937,22.992,13
-98.936667,22.991667,16
-100.335,25.626667,6
-97.5167,18.4833,1
-108.700535,27.133608,60
-100.33336,25.61683,6
-100.41678,25.3667,2
-108.7,27.133333,92
-100.335,25.627,6
-97.516667,18.483333,1
-100.423333,25.366667,2
-100.608333,24.293333,14
-98.433,18.9,18
-99.266991,23.723781,4
-100.423,25.367,1
-97.517,18.483,1
-100.608,24.293,14
-96.95,19.15,62
-99.5833,17.1667,10
-99.583333,17.166667,25
-99.533333,17.766667,5
-99.417,18.55,7
-99.4167,18.55,8
-99.533,17.767,5
-99.5333,17.7667,5
-99.416667,18.55,7
-93.108,16.748,17
-93.1167,15.75006,13
-99.05014,19.3335,12
-99.058,19.343,16
-99.058333,19.343333,20
-106.415,23.218,21
-106.40025,23.21669,25
-99.250312,19.348988,1
-97.503,25.868,5
-97.50006,23.86669,5
-92.9528,17.5481,8
-103.208333,29.325,4
-92.808333,15.658333,20
-105.004569,21.2851,18
-103.511111,20.745833,1
-99.574444,21.162778,22
-106.42,23.18,20
-103.591667,20.341667,2
-96.875556,19.433611,5
-95.008333,18.425,3
-97.105,18.85,48
-100.32,25.631,7
-96.851389,19.316667,4
-96.841667,19.436111,6
-108.591667,30.836667,6
-108.51,30.836667,8
-105,21.481944,18
-96.445556,17.305278,9
-103.624275,20.81223,7
-99.92914,20.90916,1
-99.385,19.301667,4
-104.987,19.417,1
-98.906667,19.543333,1
-108.396667,30.881667,11
-92.956846,17.545756,3
-99.488889,21.130558,22
-96.898611,19.435556,6
-100.319722,25.631111,7
-105.0016,21.290139,18
-99.112767,21.24545,12
-97.025994,19.007833,33
-108.543333,30.775,4
-104.328811,19.832903,2
-96.163117,15.724061,1
-104.35471,19.813504,1
-105.029167,19.443056,9
-105.468321,20.41728,2
-96.002682,15.852495,2
-105.576725,20.237878,1
-100.899404,18.631491,1
-93.720425,16.301579,2
-104.382778,19.1225,15
-105.075302,19.526465,1
-104.38591,19.789318,1
-96.319949,15.834007,1
-94.899216,16.453208,6
-105.371396,20.950248,50
-105.50063,20.78445,8
-96.315079,16.683555,2
-104.409792,19.107242,2
-105.460709,20.844818,3
-94.8175,16.56889,4
-101.788252,18.966374,1
-105.016937,19.419811,5
-96.578772,15.668957,32
-104.955832,19.41862,18
-96.55724,15.66832,4
-94.930093,16.448269,6
-93.88092,16.288176,8
-101.544756,17.626543,8
-104.787737,19.277666,11
-93.876629,16.337355,41
-104.672241,20.107523,2
-93.871307,16.312232,2
-94.87367,16.586617,1
-104.959742,19.410806,7
-105.02486,19.436101,4
-104.975578,19.417464,4
-96.485532,15.679437,4
-104.836389,19.306667,3
-105.288806,21.024545,21
-104.680248,19.183213,18
-95.727448,15.958083,12
-101.710364,17.770764,3
-103.877484,19.304716,8
-93.871558,16.324554,8
-95.298706,16.33802,3
-96.1116,15.770104,20
-93.872085,16.310162,3
-99.719198,18.004822,8
-94.121327,16.413546,28
-104.950976,19.423535,4
-103.760991,19.322098,5
-94.998511,16.605453,10
-104.894645,19.364961,8
-93.871508,16.322158,4
-96.202426,16.69671,20
-105.026261,19.44116,4
-103.875732,19.303043,11
-96.154939,15.736336,1
-93.78067,16.279279,1
-94.84547,16.600439,23
-104.619628,19.207025,4
-96.058394,15.785942,3
-104.675973,19.201426,20
-105.431306,20.878,2
-104.982376,19.371236,15
-101.055593,17.271031,3
-104.883842,19.323887,10
-103.702027,19.163383,6
-96.138391,15.76161,1
-93.877487,16.329365,1
-93.874901,16.343946,8
-96.384522,15.865634,11
-93.87767,16.329644,29
-93.878646,16.332742,18
-100.917544,19.497405,28
-93.877852,16.330724,19
-99.737654,17.949561,3
-100.889133,18.686862,6
-93.874741,16.32747,1
-92.982101,16.542747,1
-103.729788,19.398739,6
-104.374051,19.125503,4
-103.760204,19.361559,54
-96.138589,15.761308,1
-95.376263,16.033935,1
-103.795859,19.417746,3
-98.935296,18.541253,5
-94.75811,16.586843,1
-103.83095,19.346042,3
-103.75963,19.361468,5
-94.873617,16.586246,8
-96.100247,15.773943,2
-95.006354,16.435509,3
-94.872994,16.585033,27
-94.871426,16.584705,5
-94.887034,16.459201,7
-105.37832,20.76605,9
-105.433184,20.873419,90
-103.692956,19.273779,6
-104.775073,19.257525,11
-104.402438,19.107754,6
-104.95177,19.384335,8
-104.784508,19.27878,8
-105.499169,20.317611,1
-105.031035,19.442448,5
-96.099821,15.772951,21
-104.729719,19.231878,4
-104.400307,19.10544,1
-105.44463,20.748494,7
-104.791331,19.24174,8
-94.914322,16.590544,9
-105.067762,19.527043,4
-93.872993,16.318394,5
-104.675342,19.201268,6
-96.101444,15.77425,4
-101.72283,17.780345,2
-104.761162,19.298183,3
-94.832976,16.629654,3
-104.774562,19.25837,15
-104.521265,19.1793,8
-96.093335,15.777634,2
-94.834971,16.61999,5
-104.315078,19.051388,5
-105.306079,21.022702,32
-95.101651,16.638203,6
-94.797134,16.548122,6
-95.22716,16.59612,2
-104.676361,19.196256,8
-104.730778,19.341983,4
-94.824108,16.40727,12
-94.997234,16.579933,2
-104.351964,19.095082,18
-101.435394,17.552652,1
-95.452615,16.481177,3
-93.82384,16.28647,4
-94.572229,16.23441,9
-104.64489,19.231905,31
-104.680653,19.204492,8
-105.295372,20.700564,17
-104.371862,19.129208,10
-104.838839,19.300289,2
-105.573034,20.242952,1
-105.29574,20.7841,6
-105.6086,20.3006,1
-105.668736,20.341327,1
-96.488156,15.664652,7
-104.92362,19.311147,6
-104.859902,19.304475,11
-97.738495,16.164559,14
-104.971905,19.396443,13
-105.079222,19.547972,4
-96.547455,15.666713,1
-101.721394,17.791817,3
-105.223274,21.15872,9
