"decimalLongitude","decimalLatitude","N"
-97.17056,29.42914,19
-103.637509,30.35762,5
-96.987305,28.13255,4
-95.487328,33.642259,3
-97.793298,32.151172,4
-97.989979,26.159035,1
-97.121973,33.178436,4
-94.941273,32.414675,3
-97.268829,27.67988,1
-95.590153,29.649011,7
-99.169174,30.074033,4
-95.49701,29.645496,6
-98.821077,29.44283,9
-98.449393,29.974012,3
-99.321728,31.74211,9
-95.144359,29.559165,3
-95.740496,32.145286,56
-98.291502,30.569356,7
-97.686785,29.883539,10
-97.762699,30.423309,5
-98.329697,26.139104,10
-95.539444,30.148754,35
-97.652928,26.482347,44
-98.865313,30.267206,3
-94.974002,30.664241,5
-97.219799,27.625178,3
-99.354172,26.971614,8
-99.541626,32.256362,23
-99.742566,32.375381,3
-100.465829,31.467664,1
-95.26813,29.684063,3
-97.952385,26.463812,2
-97.550354,30.747737,6
-99.558479,27.621823,3
-95.711171,29.799466,7
-97.289466,26.103206,2
-99.748628,32.388347,5
-95.991255,29.607722,5
-97.809048,31.119382,1
-102.347523,31.906198,16
-96.113849,33.547869,6
-95.26803,29.06174,1
-95.760645,29.728281,7
-96.546714,32.901709,10
-95.41626,30.038189,22
-97.109249,32.852426,2
-98.205371,29.351619,3
-98.084993,30.216114,9
-96.28418,31.428663,6
-95.629506,28.775316,5
-96.887741,32.921096,4
-95.534981,30.70582,3
-98.774986,30.417592,6
-94.945849,30.670356,9
-95.158081,30.204487,5
-98.028741,30.221957,26
-97.151526,32.992521,1
-93.730159,30.821106,8
-95.14844,29.536492,2
-97.497139,26.210587,7
-97.372556,30.503746,14
-97.198641,29.408124,3
-99.577947,27.632616,6
-99.109039,27.696904,8
-99.19281,27.592892,6
-95.415914,29.026269,2
-98.731342,29.779246,17
-99.112451,28.885771,3
-95.348883,29.554868,3
-94.27336,30.159488,12
-96.214142,32.575749,6
-95.554275,29.749289,3
-97.964948,30.045136,3
-97.374551,32.751577,7
-97.616449,30.503164,1
-98.398645,29.587656,3
-96.430875,32.136247,22
-98.898239,31.181672,15
-97.739353,30.701254,5
-96.923253,32.826095,6
-95.288544,32.348642,11
-97.358254,32.740405,1
-96.877388,33.103372,4
-94.114364,33.49435,9
-98.564529,29.597342,3
-97.587873,29.594226,4
-98.642093,29.890216,10
-96.351616,30.633546,2
-95.571871,32.723537,6
-102.955889,29.179859,15
-97.121986,27.753935,6
-95.61985,33.13022,1
-96.78998,32.821254,5
-96.801343,32.756516,29
-97.88268,30.01613,5
-98.62674,29.32949,5
-96.786461,29.660609,7
-97.699002,30.350607,39
-100.434008,31.457515,3
-100.511084,31.467911,8
-96.738739,33.813384,13
-97.90592,30.73389,19
-95.282536,30.005341,3
-97.750398,26.209542,4
-97.389995,32.744155,12
-99.20594,30.02169,1
-95.325022,29.543182,5
-97.749009,30.309615,5
-98.647356,29.340317,8
-96.740488,32.94866,5
-97.773701,30.465182,6
-97.380313,30.271271,25
-97.046356,32.823057,7
-97.608032,27.913126,2
-96.226501,30.230001,66
-97.37937,30.66422,3
-98.407819,29.39559,1
-95.908585,29.900038,14
-94.81154,29.913765,17
-97.745361,30.269742,8
-97.620563,30.446454,7
-96.919531,33.356682,8
-98.229457,26.176512,13
-98.186874,32.236907,27
-97.80749,27.98993,14
-95.384803,29.93768,6
-96.455326,28.743691,6
-98.478527,29.478347,1
-97.340262,27.862114,2
-97.19993,32.78789,44
-98.595428,33.100745,2
-97.150726,33.216861,4
-98.179407,32.312743,10
-96.102138,30.114422,28
-98.678473,29.360472,1
-100.49469,31.463884,1
-95.402441,30.094643,28
-96.316463,30.604238,11
-98.394241,32.919512,1
-96.566048,32.729386,7
-97.935519,26.394791,4
-95.451579,29.683989,15
-98.551886,29.247041,6
-95.19372,29.64255,6
-95.138841,29.605998,6
-97.374303,32.685387,38
-97.344741,27.722978,1
-97.67194,30.64748,2
-95.537651,29.815585,5
-101.8792,33.57513,43
-98.222923,26.21572,1
-94.086914,33.431441,5
-98.48247,29.86059,6
-97.109833,33.155028,2
-96.532745,28.286847,2
-97.925262,30.314802,1
-97.161509,32.859303,6
-95.265584,29.545441,2
-95.889187,29.804231,4
-96.980073,32.98111,6
-97.739525,30.701328,3
-95.732889,29.764377,10
-96.242058,30.644134,9
-97.19893,31.563859,10
-97.966633,30.377466,1
-96.769868,33.772324,27
-95.521488,29.874327,47
-100.508509,31.464982,3
-97.345562,26.223523,7
-96.832123,28.286243,4
-97.688155,30.345417,3
-98.267984,32.701367,12
-99.994444,29.373611,325
-97.866307,28.126977,7
-96.675492,33.126444,6
-95.634718,30.289365,2
-95.806478,29.781131,2
-99.731741,32.469645,4
-96.675299,33.183941,11
-99.09173,27.415764,2
-97.575331,31.810333,3
-95.59726,29.854711,3
-95.256468,30.939229,13
-99.721849,32.471428,1
-94.948344,29.705732,56
-95.629806,28.906906,3
-97.575331,25.955691,1
-95.150078,29.860507,3
-100.22738,33.1334,32
-97.407532,25.899225,2
-97.951273,29.855223,1
-98.221765,26.292012,1
-95.618067,29.604614,2
-97.130127,32.937234,4
-97.382754,26.065062,3
-97.059917,29.640171,7
-98.226778,26.190333,1
-95.41963,29.83521,3
-95.405653,30.09232,8
-97.061377,32.951063,8
-99.288249,26.885935,6
-96.078572,32.16159,1
-97.919142,29.880225,1
-95.875883,29.698752,5
-95.450334,29.705089,16
-98.06655,26.400375,7
-98.04072,27.9624,11
-97.904663,30.597878,13
-95.590416,29.653267,3
-97.095108,32.686198,1
-98.083399,29.294825,2
-97.108154,27.766191,1
-96.336365,29.740793,1
-96.925249,28.847662,1
-96.111832,29.822737,3
-98.685036,30.231633,7
-96.759548,32.903526,16
-96.598107,33.005737,53
-96.926505,32.823185,2
-97.167292,27.925716,2
-95.609722,33.857017,9
-95.256485,30.939459,20
-94.177868,30.385241,8
-97.318096,27.640044,1
-97.760692,30.463935,11
-97.598375,30.411885,9
-97.580824,29.585923,25
-96.278043,30.58855,5
-97.139525,32.845725,4
-98.887939,29.962073,8
-95.818806,33.652352,21
-97.05833,28.086596,5
-97.199875,32.65812,93
-97.67354,30.28555,8
-94.8675,29.262188,1
-95.319063,28.925221,3
-96.968995,33.142825,8
-97.440759,30.245596,4
-97.941956,30.308282,4
-97.943013,30.186338,7
-97.166978,32.859234,6
-95.394137,29.520816,11
-95.08938,30.50725,11
-98.868295,30.275404,3
-97.330627,32.635906,13
-97.198915,31.563826,5
-97.953196,26.125175,20
-95.61354,32.30235,16
-96.424883,32.970359,7
-96.481934,33.099595,2
-97.531128,29.857319,10
-98.23009,26.176777,4
-96.424384,32.97076,39
-98.151684,29.311549,1
-97.522961,25.938637,2
-95.79276,29.808489,7
-97.71314,30.2489,5
-98.258157,26.097527,1
-99.069214,29.717874,11
-95.984802,30.080978,5
-97.05207,28.797,9
-96.17466,33.611188,2
-97.522545,25.936801,3
-99.244705,29.832677,335
-96.804099,28.307852,1
-97.484951,30.094494,6
-96.192405,31.956514,7
-98.437849,29.477768,13
-97.154739,33.225801,3
-94.155174,31.062236,7
-96.975901,28.143544,1
-98.827858,30.341769,5
-95.794419,29.889541,1
-97.290855,29.093285,135
-95.410123,29.712432,3
-102.085648,31.97226,6
-97.599125,30.404846,2
-98.23019,32.230181,21
-99.282223,26.890208,4
-98.358027,26.183094,2
-95.543171,30.206555,6
-98.245239,26.15174,2
-96.82226,32.774471,6
-95.612469,32.398516,6
-97.183622,32.545997,7
-95.748725,29.570368,2
-95.723877,29.612864,14
-97.814541,30.4577,5
-99.873791,28.489156,49
-96.442907,30.632565,1
-95.554833,32.709925,8
-97.792327,30.217941,4
-94.254026,29.942961,45
-99.499741,27.519233,32
-100.479253,28.722528,6
-97.799295,30.21146,3
-95.535045,29.679302,7
-97.254324,31.356257,11
-97.932386,30.207603,40
-95.593414,29.378585,56
-98.457627,30.756902,3
-94.042969,29.681491,2
-101.957245,33.617193,8
-97.71338,30.24881,1
-98.081818,30.669219,20
-97.415675,25.926752,3
-97.068844,29.604208,11
-95.784425,29.571698,2
-97.920971,33.654066,10
-97.522674,25.936859,2
-96.013217,32.318254,1
-96.526566,29.936565,3
-97.949982,26.404171,6
-96.973572,28.14746,2
-97.103922,32.894358,11
-95.054329,29.60866,10
-98.13476,32.80574,5
-97.494599,25.903671,7
-97.282391,32.462593,5
-98.14928,31.330912,2
-95.614529,32.792037,15
-97.699796,30.655454,15
-97.738913,30.731618,10
-96.94106,29.44384,16
-95.60064,29.75592,3
-98.174638,26.28901,1
-98.385315,30.286346,1
-97.207031,28.092578,4
-94.167978,30.847783,7
-99.409254,27.902858,4
-95.486298,29.660143,3
-95.614389,29.943537,5
-96.964302,33.062342,27
-98.425226,27.864195,45
-96.727838,30.567656,6
-102.099724,32.063665,1
-94.04853,33.48771,1
-97.299728,26.199035,3
-95.364605,29.068252,3
-102.082214,32.04526,4
-96.850433,28.333395,3
-97.737122,27.176469,8
-98.739967,30.224958,3
-97.581768,27.948313,4
-101.914855,35.199661,17
-97.294579,26.136947,3
-96.97696,30.85329,10
-96.68959,33.026107,19
-97.152958,29.365944,8
-99.588424,27.626942,8
-94.81107,29.3641,9
-102.070167,30.855949,13
-97.347259,26.22894,8
-97.894417,30.221052,7
-97.64218,30.68459,6
-97.258444,27.687024,1
-99.139252,27.341885,11
-95.155034,29.549557,1
-95.166801,29.521282,2
-97.741704,30.248854,5
-95.206146,29.677959,5
-95.175928,30.226347,1
-96.731186,32.851038,5
-96.730328,32.820749,12
-96.862335,28.237859,2
-95.686209,30.392358,5
-98.007477,32.801403,5
-95.441715,29.050046,3
-95.594562,29.745089,31
-99.469928,27.58953,14
-97.7226,30.24529,15
-96.860962,29.404011,3
-97.74314,26.48224,3
-99.580268,27.628275,4
-97.96117,26.17674,57
-95.558985,30.430324,2
-94.465967,32.252843,21
-98.488998,30.657406,1
-98.488862,29.39962,23
-95.445726,29.687559,4
-98.676023,30.743219,1
-96.546478,33.156523,5
-94.89074,29.84756,29
-95.917683,30.263664,53
-95.081606,29.114825,3
-94.941764,29.734079,5
-98.092568,30.20818,18
-98.787346,30.313617,10
-98.985502,31.69855,5
-97.632751,33.08924,7
-99.151638,30.055867,7
-97.727938,30.714943,2
-96.661743,29.380883,15
-98.489138,29.704428,1
-98.490879,29.705748,19
-97.870881,30.18838,3
-97.028314,28.102625,4
-98.153057,30.501491,3
-95.209396,29.973996,4
-95.835628,29.399335,13
-97.715453,30.886371,16
-98.94502,31.26957,5
-96.443567,30.592964,7
-95.542989,30.206588,17
-98.547129,29.433018,15
-97.837648,30.090546,2
-95.767028,29.71027,3
-97.406502,27.056068,5
-103.826179,30.527744,8
-97.916164,31.137163,1
-102.137832,32.006827,3
-96.61575,33.654495,4
-94.668074,29.841761,4
-98.121965,26.177797,1
-98.436331,29.498622,2
-98.492496,29.421376,4
-99.132729,31.716924,3
-95.072239,29.663431,3
-96.871944,30.780278,11
-97.02404,29.54419,8
-97.739267,30.701032,3
-96.180668,33.593066,15
-97.719883,30.413047,8
-97.040107,30.921426,7
-98.258297,26.097615,5
-97.224774,32.863604,5
-96.80465,28.30813,1
-95.40257,29.684436,4
-97.877712,28.063839,6
-98.480415,32.886795,8
-97.489929,32.602603,6
-97.124805,28.021038,3
-97.630863,30.051562,2
-95.185182,29.926834,1
-98.387527,29.602434,5
-98.485136,29.419451,3
-96.994171,28.171296,40
-99.153137,26.587447,26
-97.762356,27.287282,5
-97.279773,26.090628,2
-97.265181,31.333162,68
-98.135333,27.960557,27
-97.123003,28.004708,2
-96.938849,30.185063,6
-95.466278,31.335604,14
-95.403065,29.945301,6
-94.80433,29.279747,2
-100.447581,29.611156,17
-97.877754,26.485901,6
-97.344875,25.950636,2
-97.992564,26.538147,7
-95.839813,32.079611,45
-95.965984,32.12126,24
-98.179799,29.279597,10
-97.275668,28.303265,1
-98.280654,28.635301,49
-94.650478,31.627075,8
-95.537903,29.823668,8
-95.479592,29.688407,1
-97.734353,30.356231,6
-97.887838,30.090042,34
-97.79359,30.84128,159
-95.084317,29.923162,4
-97.84454,30.274148,7
-97.782268,30.544817,10
-96.715377,32.823962,4
-98.038596,32.814794,58
-95.282855,29.439191,1
-98.189594,26.509535,66
-96.804829,28.306572,1
-97.58563,29.592715,10
-100.949635,29.460693,2
-98.4922,29.4251,1
-103.533455,29.329493,1
-99.087155,31.767692,2
-97.648012,30.214795,5
-101.828499,30.729658,3
-96.785372,32.982658,1
-98.332121,32.631856,6
-97.89048,27.530926,43
-99.104477,26.509403,5
-97.375919,32.757194,3
-97.409039,29.688644,6
-97.651033,33.138773,7
-97.93202,30.130635,8
-98.328838,29.924663,75
-97.022228,32.784922,12
-97.98979,26.14798,10
-95.148666,30.530467,8
-95.591762,29.994285,5
-95.17087,29.881137,19
-98.147564,32.801993,4
-96.99463,28.861638,1
-99.766187,30.514365,12
-96.586304,28.600418,5
-103.927075,30.596719,6
-98.7357,29.78265,1
-97.920224,31.159751,16
-99.057621,29.69652,17
-98.069214,30.636499,21
-99.190321,28.37879,7
-95.64217,29.56062,5
-97.49576,30.21146,27
-97.048708,33.410445,4
-97.299836,27.423909,16
-102.02634,33.50909,5
-95.928926,31.014396,3
-94.645758,31.629816,4
-97.12705,31.56022,1
-95.970039,30.832603,22
-96.877356,29.8875,3
-97.126698,32.781179,20
-102.761853,33.718134,65
-95.585518,30.735971,16
-95.615473,29.8466,12
-99.102803,26.579971,2
-99.44446,27.04337,28
-97.725116,27.269215,22
-99.099074,31.833826,10
-94.41099,30.14021,27
-98.619146,32.626586,12
-98.542682,30.151007,2
-94.82111,29.3162,4
-95.83065,32.704833,4
-98.103898,29.739819,3
-97.261206,31.333995,15
-97.864882,30.443198,6
-98.250355,30.307862,12
-97.010994,28.148141,20
-97.503061,25.920996,2
-97.996674,29.226194,13
-98.259733,30.103132,44
-95.462008,30.364694,10
-94.627444,30.618008,10
-97.358093,27.71271,5
-97.727983,31.091432,1
-98.050811,30.00876,1
-95.616153,30.705444,10
-99.709089,29.496833,21
-98.76297,29.768103,3
-95.839491,29.921101,19
-94.886169,29.260045,7
-97.026122,32.772544,31
-98.42308,29.35052,4
-97.383686,26.16966,13
-97.099606,29.991724,10
-98.163185,33.205371,14
-97.320113,30.107364,168
-101.55106,31.236117,6
-95.698164,29.551765,3
-98.63372,29.484857,1
-94.851837,29.269629,48
-98.133815,29.351679,3
-97.776293,30.377661,6
-97.556503,30.341257,6
-106.569499,31.813321,4
-97.045884,28.099241,26
-97.097168,32.002253,8
-97.638544,30.447361,4
-98.049283,26.510664,11
-96.566048,30.257288,10
-97.802229,27.580293,5
-99.000899,31.707666,6
-103.943131,30.59331,3
-97.913053,28.058897,1
-99.306616,32.971568,38
-98.720128,30.225294,5
-97.067556,32.903587,40
-98.988554,27.354226,5
-95.807107,29.878815,8
-97.79085,30.15099,3
-96.361084,30.642343,51
-95.881226,30.100268,1
-98.182754,26.479793,7
-97.680916,30.394547,9
-97.67629,30.205382,2
-93.994732,29.968766,20
-95.348067,29.825864,3
-96.699249,33.195423,25
-95.064658,29.60655,30
-95.037575,30.318951,7
-97.589836,30.393311,21
-99.376831,27.556422,5
-96.088508,30.388594,12
-95.645229,29.889462,50
-94.384833,29.550166,8
-98.369412,29.576612,4
-99.127445,31.950003,18
-95.35635,29.937085,1
-97.753215,30.28302,3
-98.118553,29.787472,1
-98.473635,29.459628,3
-98.069404,32.635273,1
-97.168629,32.998783,3
-95.455598,29.764617,5
-98.707352,29.361082,47
-95.538955,30.023253,5
-97.850761,27.208839,6
-97.24411,33.806538,2
-97.676868,30.389017,6
-98.297768,29.912537,58
-97.439332,25.98239,7
-95.590496,29.379333,8
-98.047571,26.054897,8
-95.9024,30.96101,29
-97.294579,30.620187,16
-97.978256,29.883664,11
-99.47897,27.489238,10
-96.90655,33.12953,22
-98.461609,29.332898,41
-94.380111,29.627572,3
-99.781072,30.471812,2
-96.730156,30.348584,12
-97.445818,28.714255,2
-102.61372,33.5924,32
-97.887969,31.135399,7
-96.250362,30.59241,21
-98.309479,28.475692,6
-97.684936,26.627818,15
-98.994465,31.760089,8
-98.48677,29.87474,3
-95.640879,29.547849,4
-98.279985,30.24928,8
-98.606439,29.565921,63
-94.844229,31.321462,93
-95.1934,29.539309,3
-98.427322,32.873208,6
-98.551712,32.538741,18
-99.851968,28.520985,5
-97.385291,32.707406,6
-96.566048,30.380576,8
-95.872879,29.32704,329
-96.55639,28.80424,5
-97.71048,30.644077,6
-99.260423,26.885598,30
-98.165018,29.828126,12
-97.793195,30.107385,3
-101.860943,33.573438,17
-99.469657,29.338227,1
-97.098541,32.961434,11
-97.495645,30.216967,4
-98.354654,29.222953,20
-97.743574,30.150125,2
-99.182376,32.098297,7
-97.412011,32.781368,20
-97.221365,31.295531,2
-97.410321,32.704436,7
-99.072261,29.728682,3
-99.108244,26.527141,11
-99.11253,26.516285,5
-97.613688,31.2046,3
-95.511017,30.708043,5
-96.898384,29.508043,13
-97.155018,25.995621,4
-97.910072,30.349112,4
-97.8237,30.2288,1
-99.439304,27.533146,42
-97.21673,25.962212,6
-97.394005,25.918725,46
-98.050961,29.640326,1
-101.866745,33.533552,21
-98.206881,29.270112,7
-97.595673,30.293461,13
-103.30215,29.2765,1
-98.707763,29.78461,8
-97.80029,30.16059,21
-98.012794,30.102442,4
-97.824916,30.082398,1
-103.599186,31.705825,5
-98.261719,26.212324,8
-95.330735,29.945648,6
-96.520965,33.106641,3
-97.483578,30.691106,2
-97.86848,30.445931,6
-95.57798,30.654422,2
-99.142551,32.09417,55
-94.64072,31.607496,6
-95.698067,29.970387,13
-97.756176,30.544374,18
-97.691116,30.245129,4
-98.424706,29.534603,32
-97.547993,30.517357,4
-95.039728,29.603859,16
-97.804584,32.168565,4
-95.68358,29.978315,44
-94.606533,29.730247,8
-97.792911,31.325707,98
-97.685065,31.114918,4
-96.278159,30.559994,2
-99.879112,29.190533,26
-98.493118,29.436159,5
-96.975717,28.144054,1
-98.282107,29.340235,6
-98.1378,30.34832,1
-97.767174,30.3546,51
-98.194266,29.869473,9
-97.098713,27.976019,6
-99.0011,27.43971,21
-97.825284,30.335675,9
-95.395575,28.974356,12
-97.313118,26.133094,5
-100.520842,28.887493,49
-97.395172,32.705086,3
-95.902646,32.891007,3
-96.46042,28.8006,5
-98.2563,30.1026,10
-95.836701,32.156867,4
-97.50422,32.556074,13
-99.879174,32.234184,3
-98.502106,29.309795,5
-98.58839,33.112105,6
-96.155604,30.325354,9
-96.585274,33.141305,10
-98.196917,29.889993,10
-97.157593,31.485479,3
-98.48094,29.43647,1
-98.611683,29.078739,5
-97.752056,26.484709,3
-96.97435,28.250916,4
-94.87072,29.249262,6
-95.954246,30.773994,16
-97.462292,32.781249,9
-97.302239,32.521541,4
-97.937027,30.378938,7
-94.39041,29.56211,6
-99.755768,29.229004,5
-98.125392,29.524528,2
-97.801756,27.273528,8
-97.707602,30.445714,13
-97.784972,30.294702,3
-95.24088,29.54394,2
-98.212081,29.90961,5
-100.634079,28.938458,15
-95.493702,30.715099,18
-94.968417,29.825622,3
-97.877541,30.208048,1
-94.752402,31.483649,2
-99.704239,34.055897,10
-97.522016,26.002373,8
-94.389811,29.593984,7
-96.614799,32.632942,2
-95.886097,30.96554,1
-97.797294,30.281764,3
-98.581696,29.260701,4
-94.630201,29.729856,6
-97.384758,30.748229,8
-99.494438,27.499112,26
-97.791607,27.221723,9
-98.000368,29.569401,6
-98.973296,31.732201,10
-96.810171,32.794855,17
-95.214831,29.481275,1
-97.684314,27.324281,1
-99.230447,32.156408,2
-95.03766,29.562214,6
-97.742507,30.368117,1
-95.578423,30.189733,5
-97.08219,28.06567,6
-95.987956,30.019295,18
-96.3682,30.66622,3
-94.963755,32.120592,4
-98.343145,28.472235,4
-98.502141,29.3105,50
-98.779546,30.430521,2
-97.689571,30.286642,4
-93.736725,31.40581,4
-99.35606,34.314978,5
-98.465356,29.458715,1
-97.395301,32.70579,11
-97.170896,28.020621,3
-98.603163,29.388542,1
-100.83832,33.08653,5
-97.946753,31.131521,71
-98.48725,29.88322,7
-94.919128,33.135251,2
-99.44382,27.546184,20
-95.194691,29.593344,2
-98.2614,26.0966,1
-98.388834,29.549857,10
-97.66585,30.2877,5
-98.537841,29.340147,15
-99.109554,26.523422,1
-98.568306,29.254354,12
-94.961443,32.116675,1
-99.75965,30.48693,1
-95.401325,29.843771,3
-98.61812,27.883012,4
-97.81869,30.35315,10
-95.443168,32.053281,13
-97.737552,30.378099,27
-99.418673,34.3448,23
-95.107715,29.531752,1
-98.025366,33.638203,9
-98.425341,29.441952,51
-94.196853,30.311564,6
-97.762586,30.227934,13
-98.500054,31.08443,8
-93.99237,29.97441,27
-98.227515,29.589356,9
-99.44008,27.325157,2
-97.984142,29.828154,1
-95.142975,30.048571,6
-97.740077,27.267593,2
-97.143924,32.644958,8
-97.479144,26.016905,2
-96.896603,28.514773,37
-97.196632,32.681232,9
-97.893763,31.133912,9
-97.170467,32.986132,8
-97.88872,30.01105,1
-96.535,29.73416,4
-98.502137,29.310523,5
-99.362283,34.276546,25
-97.711651,30.292238,18
-94.643188,31.615724,9
-97.642595,31.08003,6
-95.532461,29.741745,7
-97.734861,30.28445,5
-95.124181,32.209654,19
-96.73762,32.70593,8
-98.565388,32.592817,51
-96.773758,30.60955,6
-96.804657,28.298335,7
-99.09328,31.8218,3
-98.09351,30.6547,27
-97.99112,30.61211,20
-94.864197,29.261243,25
-99.482574,29.153223,22
-95.837812,32.080829,42
-97.100689,32.86004,9
-98.72112,33.95937,1
-96.00971,32.793285,5
-97.70116,30.40752,5
-94.391098,29.67478,2
-95.706496,30.95472,7
-103.302212,29.275169,1
-97.648347,29.674142,4
-97.923889,30.378688,1
-97.90329,30.761309,10
-95.800137,32.662356,3
-95.088215,29.115781,3
-96.39774,30.16692,34
-97.77136,30.46422,10
-99.324703,33.069811,14
-98.839197,27.646922,1
-97.314005,30.077809,8
-95.073278,32.056162,6
-97.221451,27.622707,20
-98.862448,27.074947,1
-96.02653,29.94068,16
-98.482389,28.976797,1
-98.363342,27.746746,2
-97.644596,30.397605,4
-97.96769,29.55393,22
-96.807489,32.801344,29
-97.107784,32.583498,18
-97.440405,30.717415,2
-97.992581,29.8644,9
-103.943653,30.592881,1
-97.71424,30.24955,7
-95.366403,29.775018,1
-98.118381,29.858287,10
-98.33519,32.064356,6
-101.830988,33.606042,68
-97.777218,30.289527,23
-97.995728,29.936644,7
-97.612038,30.347481,1
-97.170752,30.231913,4
-98.405701,30.121045,8
-94.345303,30.521444,9
-94.570398,29.665606,4
-96.92276,32.98678,6
-98.212849,32.600452,87
-95.696411,29.729502,5
-98.315277,29.287597,12
-94.445944,29.733005,27
-96.270447,29.666027,1
-97.999678,29.571367,19
-97.703025,30.44921,91
-97.276955,30.111771,5
-94.809265,29.298376,16
-95.21459,29.4811,11
-95.395837,28.972398,11
-94.103249,31.061074,4
-98.614239,27.905129,42
-95.838203,32.078793,28
-94.891319,29.238327,4
-97.235865,27.607377,66
-97.752365,32.234692,4
-98.228416,26.241895,10
-95.837257,32.157569,6
-95.558621,29.923576,1
-98.408532,29.944597,11
-98.190009,29.306933,1
-96.16333,26.230607,94
-97.774973,30.50626,5
-99.438972,27.586615,4
-94.935417,29.21649,6
-97.174427,26.140661,8
-99.320469,34.158029,3
-97.284279,28.341856,3
-98.11844,32.81458,86
-98.608046,30.211757,10
-96.689075,32.872135,6
-97.798536,27.270395,8
-97.083628,32.768241,3
-103.5231,29.13701,2
-97.744675,30.852132,13
-96.632701,33.122506,2
-97.719612,30.482187,23
-97.38702,26.2644,10
-99.293725,32.985484,21
-98.242672,28.710289,7
-97.385783,32.708136,13
-98.213417,29.894606,103
-94.710281,32.679696,8
-97.79906,30.18397,5
-95.033766,31.918319,40
-98.290901,29.794474,5
-94.950536,30.046207,14
-97.709173,26.198665,3
-95.99567,31.21695,3
-97.920847,29.88816,9
-98.135283,29.293559,7
-97.639365,30.234906,1
-98.50427,33.96509,5
-95.460699,29.76231,7
-95.3088,29.543593,2
-97.399333,27.791412,3
-98.60863,33.96796,1
-99.749594,30.328361,54
-95.555481,32.380684,12
-98.850861,30.080107,15
-97.929962,30.379317,1
-94.760615,29.315157,1
-95.594843,30.359559,5
-96.417207,28.43887,3
-95.430164,29.691222,6
-98.092534,29.45488,2
-98.433466,29.035966,9
-97.775353,30.467842,15
-98.678555,27.306007,5
-95.503807,28.994928,11
-97.277601,30.043048,3
-94.971142,29.83466,3
-98.297424,29.547177,11
-97.523317,30.200259,59
-97.719559,31.145602,3
-96.111317,29.914174,76
-97.817479,30.369931,1
-93.751219,30.111248,8
-98.66451,30.236,31
-97.15637,30.009337,18
-99.740066,32.447782,3
-94.998608,29.716532,1
-97.071075,28.044107,1
-99.471072,27.572944,2
-97.66828,30.727375,3
-97.931056,30.378799,3
-98.951111,27.108339,36
-95.393938,29.809607,19
-98.63014,29.6155,8
-97.88578,31.128163,1
-94.893886,29.415499,2
-97.844195,29.835539,11
-97.770123,26.080568,2
-96.988611,28.136952,6
-96.565533,29.052268,4
-95.49333,30.22299,1
-94.813127,31.705351,6
-98.367956,29.314591,1
-98.356145,26.186142,4
-95.566635,30.197366,4
-95.585518,32.331782,14
-97.904079,26.451203,3
-94.45605,29.53169,5
-97.766905,31.152516,12
-95.97695,31.18329,5
-97.73882,30.27983,5
-97.626235,30.347425,1
-96.350784,30.606152,3
-100.395813,33.030542,1
-94.375048,29.642335,2
-97.136993,31.85948,5
-94.20609,30.084135,2
-97.698675,30.292079,4
-94.301692,29.905277,4
-97.931485,30.375041,1
-98.963878,30.808661,13
-97.8149,30.258393,5
-98.619008,32.626433,12
-97.801666,31.02999,20
-97.589223,33.33689,10
-95.604401,30.718227,3
-97.82241,30.52706,7
-95.195812,29.539498,18
-93.920872,29.708418,5
-97.179565,33.006576,9
-97.117892,33.631781,5
-99.633678,34.055181,3
-96.245556,33.645993,6
-101.87925,33.57408,56
-98.56248,33.8393,1
-95.46413,30.150101,37
-97.012128,32.936258,1
-94.012088,29.969342,3
-96.980267,28.157601,47
-94.998136,29.619692,5
-98.040876,30.514395,11
-96.425575,33.047513,2
-96.97646,28.14225,8
-99.890442,29.120674,3
-94.35433,32.757176,1
-95.558009,30.703689,37
-98.41512,29.41742,5
-95.623412,32.460058,30
-98.195801,29.851364,1
-98.522859,29.571348,2
-97.516022,28.035925,1
-97.483821,30.691647,5
-96.337953,30.492135,8
-94.812698,31.705095,4
-97.64551,30.21748,1
-94.94054,30.73151,1
-97.831761,30.149311,4
-94.176677,30.091466,4
-95.400724,30.096017,82
-96.082157,30.438792,28
-96.116403,30.531336,32
-96.950569,29.438252,1
-103.928561,30.597601,8
-97.610547,27.864328,6
-99.403954,28.097878,12
-94.454956,29.591371,3
-96.64062,33.73918,3
-98.006265,30.1954,22
-94.991419,29.728999,2
-97.434354,30.390683,4
-96.795216,28.336719,3
-98.85762,30.250648,9
-97.144675,27.739682,4
-96.35911,30.321322,6
-95.040678,29.145878,4
-95.48201,32.368143,32
-95.097372,29.586767,1
-99.240867,29.79505,24
-95.235329,32.472261,13
-99.900742,32.748879,6
-98.021393,30.5528,5
-97.71368,30.25115,3
-94.990803,32.053412,20
-94.82686,29.349798,5
-98.296094,29.592155,3
-95.350513,29.105677,5
-97.171933,28.017975,4
-98.262072,26.096643,5
-97.747815,30.305444,4
-96.433182,30.543413,5
-94.778967,29.309902,3
-100.132141,29.040563,1
-98.21704,29.466961,1
-100.416756,29.459927,3
-94.793118,31.185408,4
-101.734312,34.17971,18
-97.163086,28.149503,4
-99.145088,33.757742,5
-95.063355,29.60505,24
-98.012434,30.102445,4
-97.078575,27.827226,1
-95.397964,29.726874,3
-98.168657,29.744138,1
-97.145748,33.672131,12
-98.869572,29.35794,16
-99.87851,31.38278,1
-94.491179,29.514099,1
